日期,美元／新台幣,人民幣／新台幣,歐元／美元,美元／日幣,英鎊／美元,澳幣／美元,美元／港幣,美元／人民幣,美元／南非幣,紐幣／美元
2006/07/26,32.853,-,-,-,-,-,-,-,-,-
2006/07/27,32.7943,-,-,-,-,-,-,-,-,-
2006/07/28,32.7787,-,-,-,-,-,-,-,-,-
2006/07/31,32.7458,-,-,-,-,-,-,-,-,-
2006/08/01,32.7937,-,-,-,-,-,-,-,-,-
2006/08/02,32.817,-,-,-,-,-,-,-,-,-
2006/08/03,32.9208,-,-,-,-,-,-,-,-,-
2006/08/04,32.8438,-,-,-,-,-,-,-,-,-
2006/08/07,32.7882,-,-,-,-,-,-,-,-,-
2006/08/08,32.8207,-,-,-,-,-,-,-,-,-
2006/08/09,32.8267,-,-,-,-,-,-,-,-,-
2006/08/10,32.6705,-,-,-,-,-,-,-,-,-
2006/08/11,32.5853,-,-,-,-,-,-,-,-,-
2006/08/14,32.6837,-,-,-,-,-,-,-,-,-
2006/08/15,32.756,-,-,-,-,-,-,-,-,-
2006/08/16,32.7198,-,-,-,-,-,-,-,-,-
2006/08/17,32.6238,-,-,-,-,-,-,-,-,-
2006/08/18,32.6745,-,-,-,-,-,-,-,-,-
2006/08/21,32.6422,-,-,-,-,-,-,-,-,-
2006/08/22,32.7575,-,-,-,-,-,-,-,-,-
2006/08/23,32.8002,-,-,-,-,-,-,-,-,-
2006/08/24,32.825,-,-,-,-,-,-,-,-,-
2006/08/25,32.8558,-,-,-,-,-,-,-,-,-
2006/08/28,32.9462,-,-,-,-,-,-,-,-,-
2006/08/29,32.8802,-,-,-,-,-,-,-,-,-
2006/08/30,32.8352,-,-,-,-,-,-,-,-,-
2006/08/31,32.9042,-,-,-,-,-,-,-,-,-
2006/09/01,32.8822,-,-,-,-,-,-,-,-,-
2006/09/04,32.8123,-,-,-,-,-,-,-,-,-
2006/09/05,32.7005,-,-,-,-,-,-,-,-,-
2006/09/06,32.8282,-,-,-,-,-,-,-,-,-
2006/09/07,32.8552,-,-,-,-,-,-,-,-,-
2006/09/08,32.8663,-,-,-,-,-,-,-,-,-
2006/09/11,32.9293,-,-,-,-,-,-,-,-,-
2006/09/12,32.9527,-,-,-,-,-,-,-,-,-
2006/09/13,32.9137,-,-,-,-,-,-,-,-,-
2006/09/14,32.8482,-,-,-,-,-,-,-,-,-
2006/09/15,32.9222,-,-,-,-,-,-,-,-,-
2006/09/18,32.9507,-,-,-,-,-,-,-,-,-
2006/09/19,32.9207,-,-,-,-,-,-,-,-,-
2006/09/20,32.9048,-,-,-,-,-,-,-,-,-
2006/09/21,32.8763,-,-,-,-,-,-,-,-,-
2006/09/22,32.8875,-,-,-,-,-,-,-,-,-
2006/09/25,32.9333,-,-,-,-,-,-,-,-,-
2006/09/26,32.9162,-,-,-,-,-,-,-,-,-
2006/09/27,32.9398,-,-,-,-,-,-,-,-,-
2006/09/28,32.9653,-,-,-,-,-,-,-,-,-
2006/09/29,33.0135,-,-,-,-,-,-,-,-,-
2006/10/02,33.1222,-,-,-,-,-,-,-,-,-
2006/10/03,33.0753,-,-,-,-,-,-,-,-,-
2006/10/04,33.0868,-,-,-,-,-,-,-,-,-
2006/10/05,33.0945,-,-,-,-,-,-,-,-,-
2006/10/11,33.2277,-,-,-,-,-,-,-,-,-
2006/10/12,33.2948,-,-,-,-,-,-,-,-,-
2006/10/13,33.1442,-,-,-,-,-,-,-,-,-
2006/10/14,33.1708,-,-,-,-,-,-,-,-,-
2006/10/16,33.17,-,-,-,-,-,-,-,-,-
2006/10/17,33.2175,-,-,-,-,-,-,-,-,-
2006/10/18,33.1643,-,-,-,-,-,-,-,-,-
2006/10/19,33.2162,-,-,-,-,-,-,-,-,-
2006/10/20,33.1537,-,-,-,-,-,-,-,-,-
2006/10/23,33.2317,-,-,-,-,-,-,-,-,-
2006/10/24,33.3118,-,-,-,-,-,-,-,-,-
2006/10/25,33.2672,-,-,-,-,-,-,-,-,-
2006/10/26,33.2913,-,-,-,-,-,-,-,-,-
2006/10/27,33.2272,-,-,-,-,-,-,-,-,-
2006/10/30,33.211,-,-,-,-,-,-,-,-,-
2006/10/31,33.2312,-,-,-,-,-,-,-,-,-
2006/11/01,33.1708,-,-,-,-,-,-,-,-,-
2006/11/02,33.1695,-,-,-,-,-,-,-,-,-
2006/11/03,32.9013,-,-,-,-,-,-,-,-,-
2006/11/06,33.0182,-,-,-,-,-,-,-,-,-
2006/11/07,32.8322,-,-,-,-,-,-,-,-,-
2006/11/08,32.7727,-,-,-,-,-,-,-,-,-
2006/11/09,32.8795,-,-,-,-,-,-,-,-,-
2006/11/10,32.8237,-,-,-,-,-,-,-,-,-
2006/11/13,32.73,-,-,-,-,-,-,-,-,-
2006/11/14,32.7722,-,-,-,-,-,-,-,-,-
2006/11/15,32.775,-,-,-,-,-,-,-,-,-
2006/11/16,32.8253,-,-,-,-,-,-,-,-,-
2006/11/17,32.85,-,-,-,-,-,-,-,-,-
2006/11/20,32.862,-,-,-,-,-,-,-,-,-
2006/11/21,32.9273,-,-,-,-,-,-,-,-,-
2006/11/22,32.8318,-,-,-,-,-,-,-,-,-
2006/11/23,32.8007,-,-,-,-,-,-,-,-,-
2006/11/24,32.802,-,-,-,-,-,-,-,-,-
2006/11/27,32.7063,-,-,-,-,-,-,-,-,-
2006/11/28,32.7095,-,-,-,-,-,-,-,-,-
2006/11/29,32.5748,-,-,-,-,-,-,-,-,-
2006/11/30,32.5242,-,-,-,-,-,-,-,-,-
2006/12/01,32.2923,-,-,-,-,-,-,-,-,-
2006/12/04,32.303,-,-,-,-,-,-,-,-,-
2006/12/05,32.3683,-,-,-,-,-,-,-,-,-
2006/12/06,32.2727,-,-,-,-,-,-,-,-,-
2006/12/07,32.3277,-,-,-,-,-,-,-,-,-
2006/12/08,32.3622,-,-,-,-,-,-,-,-,-
2006/12/11,32.5048,-,-,-,-,-,-,-,-,-
2006/12/12,32.4938,-,-,-,-,-,-,-,-,-
2006/12/13,32.4452,-,-,-,-,-,-,-,-,-
2006/12/14,32.5563,-,-,-,-,-,-,-,-,-
2006/12/15,32.5727,-,-,-,-,-,-,-,-,-
2006/12/18,32.585,-,-,-,-,-,-,-,-,-
2006/12/19,32.6525,-,-,-,-,-,-,-,-,-
2006/12/20,32.653,-,-,-,-,-,-,-,-,-
2006/12/21,32.6378,-,-,-,-,-,-,-,-,-
2006/12/22,32.5268,-,-,-,-,-,-,-,-,-
2006/12/25,32.58,-,-,-,-,-,-,-,-,-
2006/12/26,32.6203,-,-,-,-,-,-,-,-,-
2006/12/27,32.6613,-,-,-,-,-,-,-,-,-
2006/12/28,32.6832,-,-,-,-,-,-,-,-,-
2006/12/29,32.6398,-,-,-,-,-,-,-,-,-
